isic_id,site
ISIC_0413563,New York2
ISIC_7254359,New York2
ISIC_5109388,New York2
ISIC_6751710,New York2
ISIC_4852295,New York2
ISIC_0310853,New York2
ISIC_1789103,New York2
ISIC_9606863,New York2
ISIC_1380829,New York2
ISIC_9313458,New York2
ISIC_1901340,New York2
ISIC_2237022,New York2
ISIC_3314382,New York2
ISIC_7236365,New York2
ISIC_2078543,New York2
ISIC_8457787,New York2
ISIC_2140551,New York2
ISIC_1546866,New York2
ISIC_5556327,New York2
ISIC_9786863,New York2
ISIC_6825567,New York2
ISIC_1699688,New York2
ISIC_8425957,New York2
ISIC_7081248,New York2
ISIC_9517555,New York2
ISIC_6163910,New York2
ISIC_5063454,New York2
ISIC_1581537,New York2
ISIC_8760203,New York2
ISIC_4691689,New York2
ISIC_8961478,New York2
ISIC_9076331,New York2
ISIC_0495210,New York2
ISIC_1166740,New York2
ISIC_4263628,New York2
ISIC_0639571,New York2
ISIC_4491903,New York2
ISIC_1791886,New York2
ISIC_7149190,New York2
ISIC_9699383,New York2
ISIC_7022381,New York2
ISIC_3151591,New York2
ISIC_2398564,New York2
ISIC_2005634,New York2
ISIC_9171071,New York2
ISIC_9779834,New York2
ISIC_7783047,New York2
ISIC_3568067,New York2
ISIC_1875440,New York2
ISIC_5923557,New York2
ISIC_7609412,New York2
ISIC_0808203,New York2
ISIC_2867416,New York2
ISIC_5577211,New York2
ISIC_4595996,New York2
ISIC_8662803,New York2
ISIC_5475235,New York2
ISIC_1089722,New York2
ISIC_1216542,New York2
ISIC_3580083,New York2
ISIC_6714923,New York2
ISIC_1578878,New York2
ISIC_8710108,New York2
ISIC_0476728,New York2
ISIC_1147165,New York2
ISIC_5991710,New York2
ISIC_3987802,New York2
ISIC_3868516,New York2
ISIC_4850167,New York2
ISIC_1694817,New York2
ISIC_5133582,New York2
ISIC_2712615,New York2
ISIC_6952242,New York2
ISIC_9527402,New York2
ISIC_2728309,New York2
ISIC_5086554,New York2
ISIC_3332716,New York2
ISIC_2722204,New York2
ISIC_1579386,New York2
ISIC_7277494,New York2
ISIC_6767333,New York2
ISIC_3758135,New York2
ISIC_0437256,New York2
ISIC_5015822,New York2
ISIC_7376567,New York2
ISIC_7581139,New York2
ISIC_3640764,New York2
ISIC_5531260,New York2
ISIC_7859727,New York2
ISIC_5241686,New York2
ISIC_2382511,New York2
ISIC_1279356,New York2
ISIC_8850421,New York2
ISIC_1019322,New York2
ISIC_5108776,New York2
ISIC_2645357,New York2
ISIC_0503442,New York2
ISIC_4619708,New York2
ISIC_4733754,New York2
ISIC_4032749,New York2
ISIC_8879477,New York2
ISIC_1017188,New York2
ISIC_9354524,New York2
ISIC_9595194,New York2
ISIC_5336115,New York2
ISIC_6004197,New York2
ISIC_4203917,New York2
ISIC_5647607,New York2
ISIC_4138044,New York2
ISIC_5548532,New York2
ISIC_2513018,New York2
ISIC_2625894,New York2
ISIC_4581400,New York2
ISIC_3596982,New York2
ISIC_0211399,New York2
ISIC_3467133,New York2
ISIC_5549257,New York2
ISIC_9320716,New York2
ISIC_1244418,New York2
ISIC_5140656,New York2
ISIC_8481515,New York2
ISIC_6410859,New York2
ISIC_8711280,New York2
ISIC_3934294,New York2
ISIC_0597218,New York2
ISIC_2756237,New York2
ISIC_7603455,New York2
ISIC_0916205,New York2
ISIC_4341651,New York2
ISIC_7495808,New York2
ISIC_5659872,New York2
ISIC_7744063,New York2
ISIC_7261379,New York2
ISIC_9536802,New York2
ISIC_4106190,New York2
ISIC_9010543,New York2
ISIC_5753291,New York2
ISIC_9269907,New York2
ISIC_5798015,New York2
ISIC_6793293,New York2
ISIC_6536532,New York2
ISIC_4281336,New York2
ISIC_8830487,New York2
ISIC_2538175,New York2
ISIC_5065394,New York2
ISIC_9860255,New York2
ISIC_2801456,New York2
ISIC_7634311,New York2
ISIC_1099075,New York2
ISIC_5820693,New York2
ISIC_5623138,New York2
ISIC_0903411,New York2
ISIC_9262654,New York2
ISIC_4010917,New York2
ISIC_3174039,New York2
ISIC_2185005,New York2
ISIC_1217200,New York2
ISIC_4938914,New York2
ISIC_9485600,New York2
ISIC_8583441,New York2
ISIC_2857760,New York2
ISIC_5566735,New York2
ISIC_4163590,New York2
ISIC_4338709,New York2
ISIC_2444391,New York2
ISIC_5078271,New York2
ISIC_0470037,New York2
ISIC_7011923,New York2
ISIC_9108366,New York2
ISIC_8400705,New York2
ISIC_7078944,New York2
ISIC_9848065,New York2
ISIC_4947304,New York2
ISIC_2195258,New York2
ISIC_2775779,New York2
ISIC_2671471,New York2
ISIC_4854971,New York2
ISIC_0749853,New York2
ISIC_0557560,New York2
ISIC_8514630,New York2
ISIC_0310134,New York2
ISIC_0444602,New York2
ISIC_2880255,New York2
ISIC_7155969,New York2
ISIC_4985074,New York2
ISIC_5227026,New York2
ISIC_2003288,New York2
ISIC_1332092,New York2
ISIC_2288288,New York2
ISIC_4750271,New York2
ISIC_8423078,New York2
ISIC_0101540,New York2
ISIC_9007375,New York2
ISIC_3977025,New York2
ISIC_6207818,New York2
ISIC_6948176,New York2
ISIC_9830189,New York2
ISIC_0520674,New York2
ISIC_2126277,New York2
ISIC_8012699,New York2
ISIC_6989261,New York2
ISIC_6393624,New York2
ISIC_8168701,New York2
ISIC_5789867,New York2
ISIC_8923373,New York2
ISIC_6736120,New York2
ISIC_6688890,New York2
ISIC_0314083,New York2
ISIC_3037830,New York2
ISIC_5330829,New York2
ISIC_1548946,New York2
ISIC_1634173,New York2
ISIC_8244535,New York2
ISIC_5849266,New York2
ISIC_5601104,New York2
ISIC_8073555,New York2
ISIC_3673376,New York2
ISIC_0673811,New York2
ISIC_1585410,New York2
ISIC_7265115,New York2
ISIC_3393031,New York2
ISIC_0839447,New York2
ISIC_7544286,New York2
ISIC_0536439,New York2
ISIC_3106964,New York2
ISIC_4618923,New York2
ISIC_2869677,New York2
ISIC_6392253,New York2
ISIC_1475363,New York2
ISIC_7451283,New York2
ISIC_4878461,New York2
ISIC_1328709,New York2
ISIC_7373609,New York2
ISIC_0783513,New York2
ISIC_9803809,New York2
ISIC_4953281,New York2
ISIC_9377355,New York2
ISIC_7380754,New York2
ISIC_6128404,New York2
ISIC_7949933,New York2
ISIC_9780632,New York2
ISIC_4640181,New York2
ISIC_5046410,New York2
ISIC_7264353,New York2
ISIC_0376071,New York2
ISIC_6844482,New York2
ISIC_6584476,New York2
ISIC_6677145,New York2
ISIC_0265494,New York2
ISIC_9229959,New York2
ISIC_5989969,New York2
ISIC_2939439,New York2
ISIC_4901785,New York2
ISIC_9377882,New York2
ISIC_6014600,New York2
ISIC_4312375,New York2
ISIC_3023694,New York2
ISIC_0223461,New York2
ISIC_2041690,New York2
ISIC_1206086,New York2
ISIC_3083366,New York2
ISIC_8115943,New York2
ISIC_3186272,New York2
ISIC_7784603,New York2
ISIC_5685440,New York2
ISIC_0178317,New York2
ISIC_1605945,New York2
ISIC_8339416,New York2
ISIC_4734240,New York2
ISIC_3225894,New York2
ISIC_4993277,New York2
ISIC_6466831,New York2
ISIC_9389785,New York2
ISIC_2187659,New York2
ISIC_3188100,New York2
ISIC_9143194,New York2
ISIC_0990298,New York2
ISIC_0222050,New York2
ISIC_8723509,New York2
ISIC_4510530,New York2
ISIC_3619504,New York2
ISIC_1212149,New York2
ISIC_2721975,New York2
ISIC_5864088,New York2
ISIC_5426068,New York2
ISIC_3691992,New York2
ISIC_4699695,New York2
ISIC_6091412,New York2
ISIC_8472933,New York2
ISIC_3846854,New York2
ISIC_2576220,New York2
ISIC_5678867,New York2
ISIC_7797007,New York2
ISIC_0416709,New York2
ISIC_7528364,New York2
ISIC_2687067,New York2
ISIC_4011833,New York2
ISIC_6172309,New York2
ISIC_7697150,New York2
ISIC_4464389,New York2
ISIC_8694075,New York2
ISIC_7797655,New York2
ISIC_5168763,New York2
ISIC_2433965,New York2
ISIC_2512593,New York2
ISIC_0605858,New York2
ISIC_8892662,New York2
ISIC_4817275,New York2
ISIC_5643047,New York2
ISIC_3478473,New York2
ISIC_8813982,New York2
ISIC_8611644,New York2
ISIC_5328915,New York2
ISIC_8509219,New York2
ISIC_3871225,New York2
ISIC_4384072,New York2
ISIC_9156630,New York2
ISIC_3842916,New York2
ISIC_3577187,New York2
ISIC_3321936,New York2
ISIC_1253099,New York2
ISIC_1327512,New York2
ISIC_4684662,New York2
ISIC_1208163,New York2
ISIC_1450057,New York2
ISIC_5264073,New York2
ISIC_5274586,New York2
ISIC_7510790,New York2
ISIC_4288535,New York2
ISIC_7118325,New York2
ISIC_8899684,New York2
ISIC_1758247,New York2
ISIC_6065363,New York2
ISIC_9327577,New York2
ISIC_0357905,New York2
ISIC_8495841,New York2
ISIC_9226804,New York2
ISIC_9060583,New York2
ISIC_6283716,New York2
ISIC_9487340,New York2
ISIC_5063476,New York2
ISIC_0245720,New York2
ISIC_3862113,New York2
ISIC_7839712,New York2
ISIC_3763984,New York2
ISIC_1933101,New York2
ISIC_8790255,New York2
ISIC_1305755,New York2
ISIC_7732458,New York2
ISIC_0327790,New York2
ISIC_6711611,New York2
ISIC_7083060,New York2
ISIC_2139839,New York2
ISIC_8399373,New York2
ISIC_4134230,New York2
ISIC_5406780,New York2
ISIC_7674295,New York2
ISIC_2810420,New York2
ISIC_8842001,New York2
ISIC_4548593,New York2
ISIC_3339253,New York2
ISIC_5895384,New York2
ISIC_7654194,New York2
ISIC_9358012,New York2
ISIC_0126191,New York2
ISIC_5127003,New York2
ISIC_6939823,New York2
ISIC_6049882,New York2
ISIC_2850215,New York2
ISIC_1615485,New York2
ISIC_2782072,New York2
ISIC_3466430,New York2
ISIC_9219356,New York2
ISIC_4535409,New York2
ISIC_9152603,New York2
ISIC_7149838,New York2
ISIC_7779198,New York2
ISIC_2381635,New York2
ISIC_6179369,New York2
ISIC_4684692,New York2
ISIC_5838895,New York2
ISIC_6163789,New York2
ISIC_8988016,New York2
ISIC_0702665,New York2
ISIC_2957465,New York2
ISIC_6883317,New York2
ISIC_0119296,New York2
ISIC_2007396,New York2
ISIC_0198315,New York2
ISIC_7218916,New York2
ISIC_3943279,New York2
ISIC_4781223,New York2
ISIC_7476070,New York2
ISIC_3148886,New York2
ISIC_6382790,New York2
ISIC_8344345,New York2
ISIC_1426969,New York2
ISIC_3980802,New York2
ISIC_4320764,New York2
ISIC_1085658,New York2
ISIC_5957970,New York2
ISIC_9256811,New York2
ISIC_8010397,New York2
ISIC_7925908,New York2
ISIC_7324950,New York2
ISIC_9787166,New York2
ISIC_2790519,New York2
ISIC_9654132,New York2
ISIC_4987653,New York2
ISIC_7154536,New York2
ISIC_8980141,New York2
ISIC_1919749,New York2
ISIC_0706692,New York2
ISIC_6532815,New York2
ISIC_1906680,New York2
ISIC_4769243,New York2
ISIC_3956421,New York2
ISIC_0082704,New York2
ISIC_8712559,New York2
ISIC_8138363,New York2
ISIC_0084117,New York2
ISIC_9963174,New York2
ISIC_8596479,New York2
ISIC_5045552,New York2
ISIC_9568327,New York2
ISIC_4281796,New York2
ISIC_4212546,New York2
ISIC_6106060,New York2
ISIC_2410708,New York2
ISIC_7133618,New York2
ISIC_0865706,New York2
ISIC_3630349,New York2
ISIC_9223727,New York2
ISIC_0632983,New York2
ISIC_1601635,New York2
ISIC_0437036,New York2
ISIC_2399526,New York2
ISIC_4196059,New York2
ISIC_5571430,New York2
ISIC_3363819,New York2
ISIC_8900920,New York2
ISIC_4738071,New York2
ISIC_4782596,New York2
ISIC_3487175,New York2
ISIC_1003059,New York2
ISIC_5425768,New York2
ISIC_1953852,New York2
ISIC_8415868,New York2
ISIC_9660623,New York2
ISIC_2138419,New York2
ISIC_2198823,New York2
ISIC_7631044,New York2
ISIC_7540782,New York2
ISIC_6073897,New York2
ISIC_4598375,New York2
ISIC_2010209,New York2
ISIC_1027132,New York2
ISIC_6591815,New York2
ISIC_8319867,New York2
ISIC_2599541,New York2
ISIC_7706640,New York2
ISIC_7090336,New York2
ISIC_6327722,New York2
ISIC_7710386,New York2
ISIC_9251640,New York2
ISIC_1214159,New York2
ISIC_5330187,New York2
ISIC_7171032,New York2
ISIC_2283509,New York2
ISIC_9744305,New York2
ISIC_8813701,New York2
ISIC_0280376,New York2
ISIC_4197990,New York2
ISIC_0668612,New York2
ISIC_6012141,New York2
ISIC_4247737,New York2
ISIC_3771248,New York2
ISIC_7488034,New York2
ISIC_4174867,New York2
ISIC_5733808,New York2
ISIC_8124910,New York2
ISIC_8869929,New York2
ISIC_7102039,New York2
ISIC_0289271,New York2
ISIC_8062902,New York2
ISIC_9957272,New York2
ISIC_5849354,New York2
ISIC_8502411,New York2
ISIC_6128367,New York2
ISIC_5553268,New York2
ISIC_8901133,New York2
ISIC_3825167,New York2
ISIC_2877445,New York2
ISIC_2444283,New York2
ISIC_2202831,New York2
ISIC_6460536,New York2
ISIC_2563568,New York2
ISIC_4292480,New York2
ISIC_6095734,New York2
ISIC_4765919,New York2
ISIC_2456538,New York2
ISIC_8994087,New York2
ISIC_8581475,New York2
ISIC_1338061,New York2
ISIC_4271042,New York2
ISIC_0104911,New York2
ISIC_6174918,New York2
ISIC_8903875,New York2
ISIC_3731755,New York2
ISIC_6889402,New York2
ISIC_2080318,New York2
ISIC_7137230,New York2
ISIC_3632567,New York2
ISIC_3882211,New York2
ISIC_5689175,New York2
ISIC_5652749,New York2
ISIC_5814432,New York2
ISIC_3356154,New York2
ISIC_1241834,New York2
ISIC_8468455,New York2
ISIC_9283037,New York2
ISIC_5934354,New York2
ISIC_2690101,New York2
ISIC_9772863,New York2
ISIC_2818959,New York2
ISIC_9476244,New York2
ISIC_6646939,New York2
ISIC_7584363,New York2
ISIC_7827407,New York2
ISIC_2557960,New York2
ISIC_7108785,New York2
ISIC_9348198,New York2
ISIC_0295083,New York2
ISIC_6284312,New York2
ISIC_5382111,New York2
ISIC_4143480,New York2
ISIC_7673152,New York2
ISIC_9069120,New York2
ISIC_8468832,New York2
ISIC_5523865,New York2
ISIC_7429270,New York2
ISIC_3758049,New York2
ISIC_1359589,New York2
ISIC_5858111,New York2
ISIC_6833519,New York2
ISIC_5971635,New York2
ISIC_7981712,New York2
ISIC_6393048,New York2
ISIC_2308906,New York2
ISIC_7460002,New York2
ISIC_0601638,New York2
ISIC_8040068,New York2
ISIC_1205301,New York2
ISIC_4448486,New York2
ISIC_7942881,New York2
ISIC_5268446,New York2
ISIC_4942265,New York2
ISIC_5415749,New York2
ISIC_2030042,New York2
ISIC_4106362,New York2
ISIC_9862922,New York2
ISIC_4914130,New York2
ISIC_3751090,New York2
ISIC_4522439,New York2
ISIC_5176486,New York2
ISIC_0494909,New York2
ISIC_5734408,New York2
ISIC_4292710,New York2
ISIC_5237059,New York2
ISIC_3147084,New York2
ISIC_6871942,New York2
ISIC_4923819,New York2
ISIC_6278558,New York2
ISIC_9415945,New York2
ISIC_1411589,New York2
ISIC_4524099,New York2
ISIC_8329541,New York2
ISIC_5863689,New York2
ISIC_1957594,New York2
ISIC_1357686,New York2
ISIC_4187627,New York2
ISIC_2246574,New York2
ISIC_7880127,New York2
ISIC_2451137,New York2
ISIC_7303073,New York2
ISIC_9385587,New York2
ISIC_4951213,New York2
ISIC_6770353,New York2
ISIC_9141817,New York2
ISIC_8197653,New York2
ISIC_5534730,New York2
ISIC_1819418,New York2
ISIC_4780727,New York2
ISIC_8234773,New York2
